Gene stable ID,Gene Synonym,Gene name,NCBI gene (formerly Entrezgene) ID
ENSG00000164258,AQDQ,NDUFS4,4724
ENSG00000164258,CI-18,NDUFS4,4724
ENSG00000250379,,AC020659.2,
ENSG00000185274,GalNAc-T17,GALNT17,64409
ENSG00000185274,GalNAc-T19,GALNT17,64409
ENSG00000185274,GalNAc-T5L,GALNT17,64409
ENSG00000185274,GALNTL3,GALNT17,64409
ENSG00000185274,ppGalNAc-T17,GALNT17,64409
ENSG00000185274,WBSCR17,GALNT17,64409
ENSG00000255949,AP003419.16,RPS6KB2-AS1,
ENSG00000279603,,AP000720.2,
ENSG00000175634,KLS,RPS6KB2,6199
ENSG00000175634,P70-BETA,RPS6KB2,6199
ENSG00000175634,p70S6Kb,RPS6KB2,6199
ENSG00000175634,S6K?,RPS6KB2,6199
ENSG00000175634,S6KB,RPS6KB2,6199
ENSG00000175634,S6Kbeta,RPS6KB2,6199
ENSG00000175634,STK14B,RPS6KB2,6199
ENSG00000280455,,AL359745.1,
ENSG00000070601,FRMD2,FRMPD1,22844
ENSG00000070601,KIAA0967,FRMPD1,22844
ENSG00000240541,,TM4SF1-AS1,
ENSG00000105323,E1B-AP5,HNRNPUL1,11100
ENSG00000105323,E1BAP5,HNRNPUL1,11100
ENSG00000105323,FLJ12944,HNRNPUL1,11100
ENSG00000105323,HNRPUL1,HNRNPUL1,11100
ENSG00000169908,L6,TM4SF1,4071
ENSG00000169908,M3S1,TM4SF1,4071
ENSG00000117143,AgX,UAP1,6675
ENSG00000117143,AGX1,UAP1,6675
ENSG00000117143,SPAG2,UAP1,6675
ENSG00000196550,LMPIP,FAM72A,729533
ENSG00000196550,MGC57827,FAM72A,729533
ENSG00000196550,p17,FAM72A,729533
ENSG00000196550,RP11-312O7.1,FAM72A,729533
ENSG00000196550,UGENE,FAM72A,729533
ENSG00000133943,C14orf159,DGLUCY,80017
ENSG00000133943,FLJ39975,DGLUCY,80017
ENSG00000213022,KLK-L3,KLK9,284366
ENSG00000223525,,RABGAP1L-IT1,
ENSG00000237395,PERB11.4,MICD,
ENSG00000144815,FAM55C,NXPE3,91775
ENSG00000144815,MGC15606,NXPE3,91775
ENSG00000237249,,Z99127.3,
ENSG00000224253,,AL669813.1,
ENSG00000231378,,NDUFAF4P4,
ENSG00000279822,,AC016397.2,
ENSG00000227956,bCX67J3.3,HCG4B,
ENSG00000227956,bPG309N1.1,HCG4B,
ENSG00000227956,bQB90C11.3,HCG4B,
ENSG00000227956,Em:AB023056.16,HCG4B,
ENSG00000227956,HCG4P6,HCG4B,
ENSG00000227956,HCGIV-06,HCG4B,
ENSG00000227956,HCGIV-6,HCG4B,
ENSG00000227956,HCGIV.5,HCG4B,
ENSG00000283421,,AF001550.2,
ENSG00000223828,,BANF1P4,
ENSG00000197172,CT1.6,MAGEA6,4105
ENSG00000197172,MAGE-3b,MAGEA6,4105
ENSG00000197172,MAGE3B,MAGEA6,4105
ENSG00000197172,MAGE6,MAGEA6,4105
ENSG00000175311,FLJ38819,ANKS4B,257629
ENSG00000175311,HARP,ANKS4B,257629
ENSG00000227373,,RABGAP1L-DT,
ENSG00000269741,,AC011473.4,
ENSG00000255298,OR8G5P,OR8G5,219865
ENSG00000255298,OR8G6,OR8G5,219865
ENSG00000142619,PDI3,PADI3,51702
ENSG00000255116,,SLC5A4P1,
ENSG00000224861,NSEP1P,YBX1P1,
ENSG00000224861,PSDBPB1,YBX1P1,
ENSG00000269495,,AC011483.2,
ENSG00000237317,,AL022400.1,
ENSG00000196341,OR8D3,OR8D1,283159
ENSG00000196341,OST004,OR8D1,283159
ENSG00000243885,,AC108751.4,
ENSG00000235869,,Z99127.2,
ENSG00000279676,,AC011483.3,
ENSG00000279925,,AC144522.1,
ENSG00000174446,SNAP19,SNAPC5,10302
ENSG00000233111,,RAB1C,
ENSG00000213839,,TMX2P1,
ENSG00000257268,,AC002375.1,
ENSG00000241286,,RPL29P25,
ENSG00000255872,,AL138752.2,
ENSG00000167754,KLK-L2,KLK5,25818
ENSG00000167754,SCTE,KLK5,25818
ENSG00000268916,CSAG3A,CSAG3,389903
ENSG00000283167,,AC140479.6,
ENSG00000279116,,OR8D2,283160
ENSG00000229509,,AC244023.1,
ENSG00000163749,FLJ25770,CCDC158,339965
ENSG00000196632,PRKWNK3,WNK3,65267
ENSG00000286997,,AC005856.1,
ENSG00000226991,,AC140479.1,
ENSG00000152061,FLJ38519,RABGAP1L,9910
ENSG00000152061,HHL,RABGAP1L,9910
ENSG00000152061,KIAA0471,RABGAP1L,9910
ENSG00000152061,TBC1D18,RABGAP1L,9910
ENSG00000254976,OR8B13P,OR8B7P,
ENSG00000240246,,AC108751.2,
ENSG00000255225,,OR8B6P,
ENSG00000266028,ARHGAP34,SRGAP2,23380
ENSG00000266028,FNBP2,SRGAP2,23380
ENSG00000266028,KIAA0456,SRGAP2,23380
ENSG00000266028,SRGAP2A,SRGAP2,23380
ENSG00000121068,,TBX2,6909
ENSG00000255030,,OR8B5P,
ENSG00000230650,,AC140479.2,
ENSG00000248697,,TOX4P1,
ENSG00000241929,,AC108751.3,
ENSG00000286051,,AC244102.3,
ENSG00000181031,Noc2,RPH3AL,9501
ENSG00000282502,FKBP1P4,FKBP1AP4,
ENSG00000285600,,AC023593.1,
ENSG00000261048,,AC012414.5,
ENSG00000261554,,AC037471.2,
ENSG00000226065,,ZBTB45P2,
ENSG00000088280,CENTB6,ASAP3,55616
ENSG00000088280,DDEFL1,ASAP3,55616
ENSG00000088280,FLJ20199,ASAP3,55616
ENSG00000088280,UPLC1,ASAP3,55616
ENSG00000268606,CT1.2,MAGEA2,4101
ENSG00000268606,MAGE2,MAGEA2,4101
ENSG00000268606,MAGEA2A,MAGEA2,4101
ENSG00000258799,,ZNF519P2,
ENSG00000175772,FLJ38359,LINC01106,
ENSG00000181704,FinGER6,YIPF6,286451
ENSG00000181704,MGC21416,YIPF6,286451
ENSG00000270831,NF1HHS,NF1P1,
ENSG00000285930,,AC015813.8,
ENSG00000266290,,AC015813.3,
ENSG00000249474,,AC020651.1,
ENSG00000239408,,AC108751.1,
ENSG00000270424,,AC145285.5,
ENSG00000246876,,LINC02466,
ENSG00000279080,,AL022322.2,
ENSG00000225371,,CICP8,
ENSG00000067596,DDX8,DHX8,1659
ENSG00000067596,Dhr2,DHX8,1659
ENSG00000067596,HRH1,DHX8,1659
ENSG00000067596,PRP22,DHX8,1659
ENSG00000067596,PRPF22,DHX8,1659
ENSG00000254114,,HMGN1P28,
ENSG00000196993,,NPIPB9,100507607
ENSG00000267083,,KRT18P61,
ENSG00000273982,,AC005746.3,
ENSG00000225109,bCX300M20.3,PAIP1P1,
ENSG00000225109,bPG254M11.3,PAIP1P1,
ENSG00000225109,bQB44E15.5,PAIP1P1,
ENSG00000267131,,AC005746.2,
ENSG00000183696,UDRPASE,UPP1,7378
ENSG00000183696,UP,UPP1,7378
ENSG00000183696,UPASE,UPP1,7378
ENSG00000183696,UPP,UPP1,7378
ENSG00000267280,,TBX2-AS1,
ENSG00000147174,ACRC,GCNA,93953
ENSG00000147174,NAAR1,GCNA,93953
ENSG00000262529,,AC130650.1,
ENSG00000169605,AMP18,GKN1,56287
ENSG00000169605,BRICD1,GKN1,56287
ENSG00000169605,CA11,GKN1,56287
ENSG00000272574,,AL596325.2,
ENSG00000092208,SIP1,GEMIN2,8487
ENSG00000186260,FLJ31823,MRTFB,57496
ENSG00000186260,MKL2,MRTFB,57496
ENSG00000186260,MRTF-B,MRTFB,57496
ENSG00000154269,B10,ENPP3,5169
ENSG00000154269,CD203c,ENPP3,5169
ENSG00000154269,gp130RB13-6,ENPP3,5169
ENSG00000154269,PD-IBETA,ENPP3,5169
ENSG00000154269,PDNP3,ENPP3,5169
ENSG00000206487,Em:AB023049.8,C6orf136,221545
ENSG00000160951,EP1,PTGER1,5731
ENSG00000249858,,SNX5P1,
ENSG00000240426,,AC096743.2,
ENSG00000258502,,LINC02290,
ENSG00000244503,,AC108751.5,
ENSG00000169903,il-TMP,TM4SF4,7104
ENSG00000214607,,ADAM24P,
ENSG00000275164,,MUC4,4585
ENSG00000280303,ERIC,ERICD,
ENSG00000280303,LINC01130,ERICD,
ENSG00000280303,TCONS_00014875,ERICD,
ENSG00000166091,CKLFSF5,CMTM5,116173
ENSG00000166091,FLJ37521,CMTM5,116173
ENSG00000164220,PAR3,F2RL2,2151
ENSG00000226876,,AC092801.1,
ENSG00000281317,ASBEL,BTG3-AS1,
ENSG00000235096,,AC118555.1,
ENSG00000281484,ANA,BTG3,10950
ENSG00000281484,ANA/BTG3,BTG3,10950
ENSG00000281484,APRO4,BTG3,10950
ENSG00000281484,tob55,BTG3,10950
ENSG00000225222,,CHCHD4P5,
ENSG00000266936,,AC011442.1,
ENSG00000226112,,FCF1P4,
ENSG00000185420,KMT3E,SMYD3,64754
ENSG00000185420,ZMYND1,SMYD3,64754
ENSG00000185420,ZNFN3A1,SMYD3,64754
ENSG00000278528,,AC145285.7,
ENSG00000249797,,LINC02147,
ENSG00000282195,,SORD2P,
ENSG00000077264,bPAK,PAK3,5063
ENSG00000077264,hPAK3,PAK3,5063
ENSG00000077264,MRX30,PAK3,5063
ENSG00000077264,MRX47,PAK3,5063
ENSG00000250966,p20,H3P14,
ENSG00000248439,,RPL23AP94,
ENSG00000250427,,LINC02148,
ENSG00000250891,HRAT56,LINC02208,
ENSG00000145740,FLJ12496,SLC30A5,64924
ENSG00000145740,FLJ12756,SLC30A5,64924
ENSG00000145740,MGC5499,SLC30A5,64924
ENSG00000145740,ZnT-5,SLC30A5,64924
ENSG00000145740,ZNT5,SLC30A5,64924
ENSG00000145740,ZNTL1,SLC30A5,64924
ENSG00000145740,ZTL1,SLC30A5,64924
ENSG00000257207,,AC112229.3,
ENSG00000268739,,AC011473.2,
ENSG00000231905,,SETP10,
ENSG00000127616,BAF190,SMARCA4,6597
ENSG00000127616,BRG1,SMARCA4,6597
ENSG00000127616,FLJ39786,SMARCA4,6597
ENSG00000127616,hSNF2b,SMARCA4,6597
ENSG00000127616,SNF2,SMARCA4,6597
ENSG00000127616,SNF2-BETA,SMARCA4,6597
ENSG00000127616,SNF2L4,SMARCA4,6597
ENSG00000127616,SNF2LB,SMARCA4,6597
ENSG00000127616,SWI2,SMARCA4,6597
ENSG00000234041,,AL512326.5,
ENSG00000138658,C4orf21,ZGRF1,55345
ENSG00000138658,FLJ11331,ZGRF1,55345
ENSG00000129451,NES1,KLK10,5655
ENSG00000129451,PRSSL1,KLK10,5655
ENSG00000256671,LIMS3L,LIMS4,100288695
ENSG00000234537,,AL354751.1,
ENSG00000146469,,VIP,7432
ENSG00000214659,,KRT8P26,
ENSG00000280972,,AP000432.4,
ENSG00000249582,,RPL7L1P4,
ENSG00000255557,,AP001266.2,
ENSG00000271530,,WBP1LP12,
ENSG00000136546,NaG,SCN7A,6332
ENSG00000136546,Nav2.1,SCN7A,6332
ENSG00000136546,Nav2.2,SCN7A,6332
ENSG00000136546,SCN6A,SCN7A,6332
ENSG00000279320,,AC069528.2,
ENSG00000220212,HSDJ0609N19,OR4F1P,
ENSG00000220212,OR4F1,OR4F1P,
ENSG00000204889,FLJ36600,KRT40,125115
ENSG00000204889,KA36,KRT40,125115
ENSG00000217929,,CICP18,
ENSG00000234125,,EEF1GP8,
ENSG00000273471,,AC112229.4,
ENSG00000249618,,LINC02465,
ENSG00000227574,,AC112229.2,
ENSG00000269437,bA353J17.1,NXF2B,728343
ENSG00000230596,,GPAA1P2,
ENSG00000218577,,AL035696.2,
ENSG00000184115,,AC112229.1,
ENSG00000231570,,PPIAP63,
ENSG00000205653,,AL035696.1,
ENSG00000184530,LEG1,C6orf58,352999
ENSG00000285578,,AL035696.4,
ENSG00000263667,,AL035696.3,
ENSG00000258561,,AL359232.1,
ENSG00000227008,,AL009174.1,
ENSG00000286096,,GPC3-AS1,
ENSG00000147257,DGSX,GPC3,2719
ENSG00000147257,OCI-5,GPC3,2719
ENSG00000147257,SDYS,GPC3,2719
ENSG00000147257,SGB,GPC3,2719
ENSG00000147257,SGBS,GPC3,2719
ENSG00000147257,SGBS1,GPC3,2719
ENSG00000234566,,RPL7AP71,
ENSG00000171723,KIAA1385,GPHN,10243
ENSG00000163251,C2orf31,FZD5,7855
ENSG00000163251,DKFZP434E2135,FZD5,7855
ENSG00000163251,HFZ5,FZD5,7855
ENSG00000278694,,AL354980.2,
ENSG00000219284,,AL592291.1,
ENSG00000279844,,AC096656.1,
ENSG00000218187,,AL356432.1,
ENSG00000167757,PRSS20,KLK11,11012
ENSG00000167757,TLSP,KLK11,11012
ENSG00000232337,,AC009313.2,
ENSG00000240634,,AC145285.1,
ENSG00000251417,,AC145285.2,
ENSG00000224893,,LINC02840,
ENSG00000106328,,FSCN3,29999
ENSG00000112679,JKAP,DUSP22,56940
ENSG00000112679,JSP1,DUSP22,56940
ENSG00000112679,MKPX,DUSP22,56940
ENSG00000112679,VHX,DUSP22,56940
ENSG00000260796,,AC145285.3,
ENSG00000162630,beta3Gal-T2,B3GALT2,8707
ENSG00000217372,,TUBB4BP7,
ENSG00000220745,,AL080276.1,
ENSG00000262470,,TVP23CP2,
ENSG00000236337,,FMR1-IT1,
ENSG00000276564,,AC130650.2,
ENSG00000132964,K35,CDK8,1024
ENSG00000172362,OR5B12P,OR5B12,390191
ENSG00000172362,OR5B16,OR5B12,390191
ENSG00000172362,OST743,OR5B12,390191
ENSG00000134371,C1orf28,CDC73,79577
ENSG00000134371,FIHP,CDC73,79577
ENSG00000134371,HRPT1,CDC73,79577
ENSG00000134371,HRPT2,CDC73,79577
ENSG00000134371,parafibromin,CDC73,79577
ENSG00000284800,,AC235565.2,
ENSG00000244067,GST2,GSTA2,2939
ENSG00000119632,FAM14A,IFI27L2,83982
ENSG00000119632,TLH29,IFI27L2,83982
ENSG00000280882,,AP000432.3,
ENSG00000179562,FLJ22035,GCC1,79571
ENSG00000179562,GCC1P,GCC1,79571
ENSG00000179562,GCC88,GCC1,79571
ENSG00000179562,MGC20706,GCC1,79571
ENSG00000254470,AP-5,AP5B1,91056
ENSG00000254470,DKFZp761E198,AP5B1,91056
ENSG00000254470,PP1030,AP5B1,91056
ENSG00000005007,HUPF1,UPF1,5976
ENSG00000005007,KIAA0221,UPF1,5976
ENSG00000005007,NORF1,UPF1,5976
ENSG00000005007,pNORF1,UPF1,5976
ENSG00000005007,RENT1,UPF1,5976
ENSG00000005007,smg-2,UPF1,5976
ENSG00000120798,TR2,NR2C1,7181
ENSG00000120798,TR2-11,NR2C1,7181
ENSG00000280542,,AC208585.1,
ENSG00000131876,Lea1,SNRPA1,6627
ENSG00000131876,U2A',SNRPA1,6627
ENSG00000174898,MGC39581,CATSPERD,257062
ENSG00000174898,TMEM146,CATSPERD,257062
ENSG00000235724,,AC009299.2,
ENSG00000285895,,AP003557.2,
ENSG00000255299,,AP003557.1,
ENSG00000004059,,ARF5,381
ENSG00000198283,,OR5B21,219968
ENSG00000230184,,SMYD3-IT1,
ENSG00000166225,FRS2A,FRS2,10818
ENSG00000166225,FRS2alpha,FRS2,10818
ENSG00000166225,SNT-1,FRS2,10818
ENSG00000166225,SNT1,FRS2,10818
ENSG00000215029,,TCP11X2,100996648
ENSG00000283657,,AC074101.1,
ENSG00000227737,OR11-561,OR8B1P,
ENSG00000227737,OR8B11P,OR8B1P,
ENSG00000248664,,AC010273.2,
ENSG00000123159,C19orf3,GIPC1,10755
ENSG00000123159,GIPC,GIPC1,10755
ENSG00000123159,GLUT1CBP,GIPC1,10755
ENSG00000123159,Hs.6454,GIPC1,10755
ENSG00000123159,NIP,GIPC1,10755
ENSG00000123159,RGS19IP1,GIPC1,10755
ENSG00000123159,SEMCAP,GIPC1,10755
ENSG00000123159,SYNECTIN,GIPC1,10755
ENSG00000123159,TIP-2,GIPC1,10755
ENSG00000115233,pad1,PSMD14,10213
ENSG00000115233,POH1,PSMD14,10213
ENSG00000115233,Rpn11,PSMD14,10213
ENSG00000236761,,CTAGE9,643854
ENSG00000224370,,AC093392.2,
ENSG00000213051,,RPL5P5,
ENSG00000204386,NEU,NEU1,4758
ENSG00000186810,CD183,CXCR3,2833
ENSG00000186810,CKR-L2,CXCR3,2833
ENSG00000186810,CMKAR3,CXCR3,2833
ENSG00000186810,GPR9,CXCR3,2833
ENSG00000186810,IP10-R,CXCR3,2833
ENSG00000186810,MigR,CXCR3,2833
ENSG00000232944,,AC092423.1,
ENSG00000231084,,RPL22P24,
ENSG00000188761,Bfk,BCL2L15,440603
ENSG00000188761,C1orf178,BCL2L15,440603
ENSG00000188761,FLJ22588,BCL2L15,440603
ENSG00000233583,,AL356273.3,
ENSG00000180658,OR2A10,OR2A4,79541
ENSG00000238061,,AL356273.4,
ENSG00000138777,FLJ20459,PPA2,27068
ENSG00000116668,C1orf26,SWT1,54823
ENSG00000116668,FLJ20121,SWT1,54823
ENSG00000116668,HsSwt1,SWT1,54823
ENSG00000231590,,AC235565.1,
ENSG00000234595,,AC013733.2,
ENSG00000264364,Dlc2,DYNLL2,140735
ENSG00000264364,DNCL1B,DYNLL2,140735
ENSG00000264364,MGC17810,DYNLL2,140735
ENSG00000264364,RSPH22,DYNLL2,140735
ENSG00000225570,,AC013733.1,
ENSG00000223873,,SAP18P2,
ENSG00000260742,,AC009962.1,
ENSG00000237265,,BX276092.7,
ENSG00000174808,,BTC,685
ENSG00000212899,KAP3.3,KRTAP3-3,85293
ENSG00000279207,,AC015813.6,
ENSG00000141194,OR4D3,OR4D1,26689
ENSG00000141194,TPCR16,OR4D1,26689
ENSG00000212900,KAP3.2,KRTAP3-2,83897
ENSG00000282545,,RPL5P32,
ENSG00000277361,BEY,OCA2,4948
ENSG00000277361,BEY1,OCA2,4948
ENSG00000277361,BEY2,OCA2,4948
ENSG00000277361,D15S12,OCA2,4948
ENSG00000277361,EYCL,OCA2,4948
ENSG00000277361,EYCL2,OCA2,4948
ENSG00000277361,EYCL3,OCA2,4948
ENSG00000277361,P,OCA2,4948
ENSG00000160305,C21orf106,DIP2A,23181
ENSG00000160305,Dip2,DIP2A,23181
ENSG00000160305,KIAA0184,DIP2A,23181
ENSG00000283599,,BX276092.9,101059915
ENSG00000229590,HPX5,MSX2P1,
ENSG00000229590,HSHPX5,MSX2P1,
ENSG00000229590,MSX2P,MSX2P1,
ENSG00000226776,KAP3A,KRTAP3-4P,
ENSG00000226776,KRTAP3P1,KRTAP3-4P,
ENSG00000255713,,OR4D2,124538
ENSG00000212901,KAP3.1,KRTAP3-1,83896
ENSG00000230934,,BX276092.4,
ENSG00000281852,FLJ46446,LINC00891,
ENSG00000248923,,MTND5P11,
ENSG00000119397,CEP1,CNTRL,11064
ENSG00000119397,CEP110,CNTRL,11064
ENSG00000249509,,NEUROG2-AS1,
ENSG00000099800,Tim13,TIMM13,26517
ENSG00000099800,TIMM13B,TIMM13,26517
ENSG00000249551,,LINC02216,
ENSG00000215115,,CXorf49,100130361
ENSG00000247627,,MTND4P12,
ENSG00000249192,,MTND3P25,
ENSG00000226167,,AP4B1-AS1,
ENSG00000249128,,LINC02215,
ENSG00000241890,HsT16723,RPL13P4,
ENSG00000244921,,MTCYBP18,
ENSG00000278627,,AC005962.1,
ENSG00000261714,,AC105137.1,
ENSG00000121053,EPO,EPX,8288
ENSG00000121053,EPP,EPX,8288
ENSG00000121053,EPX-PEN,EPX,8288
ENSG00000286745,,AC114311.1,
ENSG00000132570,DCOH2,PCBD2,84105
ENSG00000132570,DCOHM,PCBD2,84105
ENSG00000221852,KAP1.5,KRTAP1-5,83895
ENSG00000272163,,AF106564.1,
ENSG00000174720,DKFZP564K112,LARP7,51574
ENSG00000174720,HDCMA18P,LARP7,51574
ENSG00000174720,PIP7S,LARP7,51574
ENSG00000104722,NEF3,NEFM,4741
ENSG00000104722,NF-M,NEFM,4741
ENSG00000104722,NFM,NEFM,4741
ENSG00000134242,Lyp,PTPN22,26191
ENSG00000134242,Lyp1,PTPN22,26191
ENSG00000134242,Lyp2,PTPN22,26191
ENSG00000134242,PTPN8,PTPN22,26191
ENSG00000140400,MANA,MAN2C1,4123
ENSG00000140400,MANA1,MAN2C1,4123
ENSG00000147400,CALT,CETN2,1069
ENSG00000147400,CEN2,CETN2,1069
ENSG00000250092,,AC096576.3,
ENSG00000226870,,BX276092.2,
ENSG00000272995,,AC097505.1,
ENSG00000237182,,BX276092.6,
ENSG00000109255,,NMU,10874
ENSG00000280650,NCRNA00099,KCNIP4-IT1,
ENSG00000280650,UM9-5,KCNIP4-IT1,
ENSG00000237717,,BX276092.8,
ENSG00000257342,,AC025165.2,
ENSG00000185774,CALP,KCNIP4,80333
ENSG00000185774,KCHIP4,KCNIP4,80333
ENSG00000185774,MGC44947,KCNIP4,80333
ENSG00000273253,,AL022328.4,
ENSG00000176619,LMN2,LMNB2,84823
ENSG00000234442,,BX276092.5,
ENSG00000216917,,AC005587.1,
ENSG00000249426,,AC093206.1,
ENSG00000249119,,MTND6P4,
ENSG00000152705,CACRC,CATSPER3,347732
ENSG00000170638,PP2447,TRABD,80305
ENSG00000204887,KAP1.4,KRTAP1-4,728255
ENSG00000110321,DAP5,EIF4G2,1982
ENSG00000110321,NAT1,EIF4G2,1982
ENSG00000110321,p97,EIF4G2,1982
ENSG00000221880,KAP1.3,KRTAP1-3,81850
ENSG00000149782,,PLCB3,5331
ENSG00000232320,,MXRA7P1,
ENSG00000227403,,LINC01806,
ENSG00000178385,DAPR,PLEKHM3,389072
ENSG00000178385,PLEKHM1L,PLEKHM3,389072
ENSG00000049167,CKN1,ERCC8,1161
ENSG00000049167,CSA,ERCC8,1161
ENSG00000224467,,AC009313.1,
ENSG00000198868,,MTND4LP30,
ENSG00000178297,,TMPRSS9,360200
ENSG00000279799,,AC006077.2,
ENSG00000136560,I-TRAF,TANK,10010
ENSG00000136560,TRAF2,TANK,10010
ENSG00000267211,,AC003043.2,
ENSG00000159339,PAD,PADI4,23569
ENSG00000159339,PADI5,PADI4,23569
ENSG00000159339,PDI4,PADI4,23569
ENSG00000159339,PDI5,PADI4,23569
ENSG00000165138,ANKRD14,ANKS6,203286
ENSG00000165138,FLJ36928,ANKS6,203286
ENSG00000165138,NPHP16,ANKS6,203286
ENSG00000165138,SAMD6,ANKS6,203286
ENSG00000262558,,AC129507.3,
ENSG00000262294,,AC129507.2,
ENSG00000262920,,AC129507.4,
ENSG00000225111,,AC083900.1,
ENSG00000171475,WICH,WIPF2,147179
ENSG00000171475,WIRE,WIPF2,147179
ENSG00000262061,,AC129507.1,
ENSG00000188581,HB2A,KRTAP1-1,81851
ENSG00000188581,KAP1.1,KRTAP1-1,81851
ENSG00000188581,KAP1.1A,KRTAP1-1,81851
ENSG00000188581,KAP1.1B,KRTAP1-1,81851
ENSG00000271115,,EIF2S2P7,
ENSG00000283709,bB27G4.1,FAM238C,
ENSG00000283709,C10orf51,FAM238C,
ENSG00000283709,LINC00202,FAM238C,
ENSG00000283709,LINC00202-1,FAM238C,
ENSG00000283709,NCRNA00202,FAM238C,
ENSG00000285755,,AC132153.1,
ENSG00000212725,KAP2.1A,KRTAP2-1,81872
ENSG00000261972,CAUXIN,CES5A,221223
ENSG00000261972,CES4C1,CES5A,221223
ENSG00000261972,CES5,CES5A,221223
ENSG00000261972,CES7,CES5A,221223
ENSG00000261972,FLJ31547,CES5A,221223
ENSG00000158164,TMSL8,TMSB15A,11013
ENSG00000158164,TMSNB,TMSB15A,11013
ENSG00000229531,,Z99127.1,
ENSG00000141994,DUS3,DUS3L,56931
ENSG00000141994,FLJ13896,DUS3L,56931
ENSG00000224543,,SNRPGP15,
ENSG00000280776,,LINC01202,
ENSG00000203737,,GPR52,9293
ENSG00000176318,,FOXN3P1,
ENSG00000278464,,AC068506.1,
ENSG00000147383,H105e3,NSDHL,50814
ENSG00000147383,SDR31E1,NSDHL,50814
ENSG00000147383,XAP104,NSDHL,50814
ENSG00000196970,,NXF4,
ENSG00000286527,,AL161665.2,
ENSG00000085491,APC1,SLC25A24,29957
ENSG00000085491,DKFZp586G0123,SLC25A24,29957
ENSG00000258619,,AL136298.2,
ENSG00000259086,,KIAA1143P1,
ENSG00000276747,,PADI6,353238
ENSG00000233260,,RPSAP63,
ENSG00000113327,,GABRG2,2566
ENSG00000186474,KLK-L5,KLK12,43849
ENSG00000269898,,AC018695.2,
ENSG00000145349,CAMKD,CAMK2D,817
ENSG00000275393,,AC018695.6,
ENSG00000287125,,AC018695.9,
ENSG00000283453,,AC244258.1,
ENSG00000156709,AIF,AIFM1,9131
ENSG00000156709,AUNX1,AIFM1,9131
ENSG00000156709,CMTX4,AIFM1,9131
ENSG00000156709,DFNX5,AIFM1,9131
ENSG00000156709,NAMSD,AIFM1,9131
ENSG00000156709,PDCD8,AIFM1,9131
ENSG00000272619,,AC093673.2,
ENSG00000154102,MGC17624,C16orf74,404550
ENSG00000232533,,AC093673.1,
ENSG00000285929,,AL353789.1,
ENSG00000073350,HGL,LLGL2,3993
ENSG00000073350,Hugl-2,LLGL2,3993
ENSG00000155959,PFD3,VBP1,7411
ENSG00000155959,PFDN3,VBP1,7411
ENSG00000226545,,AL357552.2,
ENSG00000257027,,AC010186.3,
ENSG00000229716,,RPL23AP19,
ENSG00000132002,Hsp40,DNAJB1,3337
ENSG00000132002,HSPF1,DNAJB1,3337
ENSG00000132002,RSPH16B,DNAJB1,3337
ENSG00000132002,Sis1,DNAJB1,3337
ENSG00000227337,,RPL23AP43,
ENSG00000232912,,RERE-AS1,
ENSG00000164185,4933409D10Rik,ZNF474,133923
ENSG00000164185,FLJ32921,ZNF474,133923
ENSG00000224315,,RPL7P7,
ENSG00000237001,,WASF3-AS1,
ENSG00000228423,,AL357552.3,
ENSG00000169570,FLJ33977,DTWD2,285605
ENSG00000124678,D6S230E,TCP11,6954
ENSG00000124678,FPPR,TCP11,6954
ENSG00000124678,KIAA0229,TCP11,6954
ENSG00000258490,,AL049835.1,
ENSG00000270282,,AL096855.2,
ENSG00000287833,,AL157997.2,
ENSG00000258796,,AL133241.1,
ENSG00000249610,,AC010255.2,
ENSG00000247311,,AC010255.1,
ENSG00000142599,ARG,RERE,473
ENSG00000142599,ARP,RERE,473
ENSG00000142599,ATN1L,RERE,473
ENSG00000142599,DNB1,RERE,473
ENSG00000142599,KIAA0458,RERE,473
ENSG00000285935,,AL159978.1,
ENSG00000125375,ATP5S,DMAC2L,27109
ENSG00000125375,ATPW,DMAC2L,27109
ENSG00000125375,HSU79253,DMAC2L,27109
ENSG00000250803,,AC010255.3,100505841
ENSG00000248682,FLJ35752,ARHGAP22-IT1,
ENSG00000231906,,AC016397.1,
ENSG00000132970,KIAA0900,WASF3,10810
ENSG00000132970,SCAR3,WASF3,10810
ENSG00000132970,WAVE3,WASF3,10810
ENSG00000196553,C14orf53,CCDC196,440184
ENSG00000196553,LINC00238,CCDC196,440184
ENSG00000196553,NCRNA00238,CCDC196,440184
ENSG00000251413,,AC068898.2,
ENSG00000177191,B3GALT7,B3GNT8,374907
ENSG00000177191,beta3Gn-T8,B3GNT8,374907
ENSG00000177191,BGALT15,B3GNT8,374907
ENSG00000128805,RhoGAP2,ARHGAP22,58504
ENSG00000287265,,AL365272.1,
ENSG00000274248,,AJ011932.1,
ENSG00000261209,,SULT1C2P2,
ENSG00000237223,SULT1C1P,SULT1C2P1,
ENSG00000268987,,AC011462.3,
ENSG00000161203,AP50,AP2M1,1173
ENSG00000161203,CLAPM1,AP2M1,1173
ENSG00000161203,mu2,AP2M1,1173
ENSG00000123810,MGC4093,B9D2,80776
ENSG00000123810,MKS10,B9D2,80776
ENSG00000123810,MKSR-2,B9D2,80776
ENSG00000277172,,GAPDHP41,
ENSG00000197744,,PTMAP2,
ENSG00000232077,TCONS_00000361,LINC01031,
