Gene stable ID,Gene name,Gene Synonym,NCBI gene (formerly Entrezgene) ID
SPAC10F6.17c,,,2543002
SPBC800.05c,atb2,,2540936
SPAC56E4.04c,cut6,,2543344
SPBC800.06,brx1,,2540268
SPRRNA.42,,,
SPAC56E4.06c,ggt2,,2543110
SPRRNA.43,,,
SPCP20C8.01c,,,2539593
SPAC1420.02c,cct5,,2542868
SPBC800.07c,tsf1,,2540692
SPAC1420.04c,cox1101,,2542827
SPAPB17E12.02,yip12,,3361408
SPCP20C8.02c,,,2539575
SPNCRNA.1096,SPCC1884.01-antisense-1,,
SPAPB17E12.06,sos7,,3361402
SPNCRNA.1100,hsp3101-antisense-1,,
SPNCRNA.732,,,
SPCC757.04,,,2539097
SPNCRNA.453,,,
SPAC1565.03,,,2541588
SPNCRNA.1101,SPCC757.13-antisense-1,,
SPNCRNA.169,,,
SPCC613.01,,,2539525
SPCC613.04c,rng3,,2539360
SPAC6F12.04,tvp15,,2542733
SPCC613.05c,rpl35,,2539308
SPAC6F12.05c,tnr3,,2543032
SPNCRNA.1104,SPCC613.08-antisense-1,,
SPAC6F12.06,rdi1,,2543214
SPCC330.01c,rhp16,,2538860
SPBC800.09,sum2,,2540829
SPBC800.14c,,,2540696
SPNCRNA.1337,omh4-antisense-1,,
SPCC330.03c,,,2538811
SPNCRNA.1108,SPCC330.04c-antisense-1,,
SPBC1773.09c,mug184,,2540016
SPAC6F12.12,par2,,2542891
SPBC1773.15,dal52,,2539757
SPCC330.04c,mug135,,2538967
SPNCRNA.301,,,
SPAC6F12.13c,fps1,,2542898
SPCC330.05c,ura4,,2538768
SPBC1773.17c,,,2540160
SPNCRNA.1111,,,
SPNCRNA.1339,,,
SPBC1271.10c,,,2540204
SPNCRNA.1344,SPBC1271.08c-antisense-1,,
SPCC330.12c,sdh3,,2539100
SPNCRNA.1346,,,
SPNCRNA.1112,SPCC330.13-antisense-1,,
SPNCRNA.1348,,,
SPCC330.13,rpc37,,2538885
SPCTRNAGLU.09,,,
SPNCRNA.457,ark1-antisense-1,,
SPAC19E9.01c,nup40,,2542466
SPNCRNA.737,,,
SPCC320.12,atp23,,2538697
SPCC320.11c,nip7,,2539255
SPAC57A10.04,mug10,,2541637
SPCC320.07c,mde7,,2538704
SPAC57A10.14,sgf11,,3361397
SPCC320.03,,,2538949
SPAC57A10.05c,pof1,,2542914
SPAC57A10.06,mug15,,2542149
SPCC1235.02,bio2,,2538717
SPCC1235.05c,fft2,,2539045
SPAC57A10.09c,nhp6,,2542878
SPCC1235.16,vma21,,9407312
SPCC1235.12c,mug146,,2539151
SPCC1235.14,ght5,,2539240
SPAC20G8.01,cdc17,,2541849
SPCC1235.15,dga1,,5802702
SPNCRNA.740,,,
SPNCRNA.460,,,
SPAC20G8.07c,erg2,,2541992
SPNCRNA.1121,,,
SPCC794.02,wtf5,,2539070
SPAC20G8.09c,nat10,,2542520
SPBC106.01,mph1,,2540060
SPCC794.06,,,2539435
SPAC3A12.08,,,2543186
SPCC553.12c,,,2539446
SPBC106.08c,mug2,,2540107
SPCC553.11c,toa2,,2538859
SPAC3A12.09c,ure4,,2543072
SPNCRNA.1352,,,
SPCC553.09c,spb70,,2539135
SPNCRNA.741,rpl2001-antisense-1,,
SPCC553.07c,kpa1,,2539547
SPNCRNA.1127,kpa1-antisense-1,,
SPBC106.09,cut4,,2539639
SPNCRNA.1128,,,
SPCC553.02,qns1,,2539475
SPAC3A12.11c,cwf2,,2542531
SPCC553.01c,dbl2,,2538994
SPBC106.13,gid9,,2540173
SPBC106.14c,sda1,,2539889
SPCC736.03c,msf1,,2538914
SPBC106.16,pre6,,2540175
SPBC106.17c,cys2,,2539905
SPBC106.19,,,2539630
SPBC582.06c,mcp6,,2541097
SPCC736.04c,gma12,,2539101
SPBC582.08,rhp1602,,2540891
SPBC582.10c,,,2540907
SPNCRNA.1359,,,
SPCC736.07c,uri1,,2538840
SPCC736.10c,mrps8,,2539594
SPNCRNA.463,,,
SPNCRNA.464,,,
SPBC428.05c,arg12,,2541050
SPNCRNA.1362,SPBC428.10-antisense-1,,
SPRRNA.28,,,
SPCC736.12c,mmi1,,2539540
SPNCRNA.578,dis1-antisense-2,,
SPBC428.11,met17,,2540849
SPAC3A12.12,atp11,,2541713
SPBC428.16c,rhb1,,2540853
SPAC3A12.18,zwf1,,2543200
SPNCRNA.307,,,
SPBC902.03,,,2541282
SPAC9.04,Tf2-1,,2542672
SPAC9.04,Tf2-1,,2543673
SPAC9.06c,,,2543665
SPAC5D6.10c,mug116,,2542043
SPCC594.05c,spf1,,2539023
SPCC1682.01,qcr9,,2539153
SPAC167.04,pam17,,2542791
SPCC1682.02c,mcm3,,2538838
SPBC1685.01,pmp1,,2540019
SPAC167.09,,,9407188
SPNCRNA.565,pmp1-antisense-1,,
SPCC1682.04,cdc31,,2539261
SPAC167.08,Tf2-2,,2542672
SPAC167.08,Tf2-2,,2542797
SPAC167.08,Tf2-2,,2543673
SPBC1685.04,,,2539740
SPCC1682.08c,mcp2,,2539137
SPAC23H4.18c,rbx1,,2541897
SPNCRNA.1136,ggc1-antisense-2,,
SPNCRNA.1366,,,
SPCC1682.10,rpn8,,2538912
SPBC1685.13,fhn1,,2539727
SPAC23H4.10c,thi4,,2541872
SPNCRNA.134,,,
SPCC1682.11c,ctl1,,2538935
SPAC23H4.09,cdb4,,2541817
SPNCRNA.02,prl2,,
SPBC1685.14c,,,2539965
SPAC23H4.06,gln1,,2541752
SPBC649.02,rps1902,,2541084
SPAC23H4.04,slm3,,2541868
SPNCRNA.1368,rhp14-antisense-1,,
SPCC1682.14,rpl1902,,2539178
SPNCRNA.747,osh3-antisense-1,,
SPBC354.08c,rsn1,,2540988
SPBTRNAGLY.06,,,
SPAP27G11.02,mgr3,,2541892
SPAP27G11.03,cdc123,,2541870
SPAP27G11.05c,vps41,,2542058
SPAP27G11.09c,rib1,,2541490
SPBC354.12,gpd3,,2540975
SPAP27G11.11c,,,2541876
SPBC354.14c,vac8,,2541010
SPBC1706.02c,wtf2,,
SPNCRNA.1373,SPBC839.03c-antisense-1,,
SPBC839.20,new14,,14217616
SPBC839.19,new20,,14217795
SPNCRNA.319,,,
SPAP27G11.13c,nop10,,2542636
SPBC839.10,usp107,,2541211
SPAP27G11.15,slx1,,2541657
SPCC306.04c,set1,,2538762
SPAC343.05,vma1,,2541660
SPCC306.06c,big1,,2539326
SPCC306.08c,mdh1,,2538766
SPAC343.07,mug28,,2543165
SPCC4G3.18,rix1,,2539542
SPAC343.09,ubx3,,2543170
SPAC343.10,met11,,2543105
SPAC343.12,rds1,,2543066
SPAC343.17c,,,2543123
SPAC343.16,lys2,,2542867
SPBC839.13c,rpl1601,,2541175
SPAC824.06,tim14,,2542780
SPBC839.14c,see1,,2541223
SPNCRNA.1375,,,
SPAC824.07,glo2,,2542447
SPCC4G3.11,mug154,,2539375
SPNCRNA.1139,mrpl4-antisense-1,,
SPBC839.15c,tef103,,2539917
SPNCRNA.1376,tef103-antisense-1,,
SPAC664.04c,rps1602,,2543559
SPNCRNA.757,,,
SPBC115.03,,,2540095
SPAC664.12c,,,2543362
SPNCRNA.1377,SPBC115.02c-antisense-1,,
SPCC4G3.05c,mus81,,2539004
SPNCRNA.759,dbr1-antisense-1,,
SPBC947.15c,nde1,,2540211
SPAC17A5.05c,,,2542444
SPNCRNA.1378,cbp6-antisense-1,,
SPBC947.13,rba50,,2541271
SPBC947.11c,elg1,,2541276
SPBC947.04,pfl3,,2541237
SPAC17A5.07c,ulp2,,2542268
SPBC947.03c,naa38,,2541272
SPNCRNA.1381,mfm3-antisense-1,,
SPBPJ4664.05,,,2541381
SPAC17A5.08,erp2,,2542439
SPCC970.07c,raf2,,2539420
SPBTRNATRP.02,,,
SPCC970.06,,,2539516
SPNCRNA.1383,rud3-antisense-1,,
SPAC17A5.13,fol2,,2542406
SPNCRNA.1141,,,
SPAC17A5.15c,gus1,,2542408
SPCC970.12,mis18,,2538763
SPBC577.02,rpl3801,,2540910
SPBC577.05c,rec27,,2541083
SPCP31B10.05,tdp1,,2539579
SPBC577.06c,stt4,,2540883
SPCC962.04,rps1201,,2539588
SPBC577.07,ubp10,,2540864
SPCC962.06c,bpb1,,2538832
SPAC1610.02c,mrpl1,,3361520
SPCC1672.01,,,2538785
SPAC1610.04,mug99,,2542794
SPCC1672.02c,sap1,,2539285
SPBC577.08c,txl1,,2541028
SPAC1002.01,,,3361519
SPNCRNA.466,,,
SPBC530.02,,,2540897
SPAC1002.02,pom34,,2543270
SPNCRNA.763,sgt1-antisense-1,,
SPBC530.05,prt1,,2540903
SPAC1002.20,,,2543258
SPNCRNA.1386,pdf1-antisense-1,,
SPCC1672.06c,asp1,,2539244
SPNCRNA.1144,asp1-antisense-1,,
SPAC1002.17c,urg2,,2543260
SPCC1672.07,,,2539299
SPSNORNA.32,sno12,,
SPAC1002.19,urg1,,2543259
SPCC1672.12c,get4,,2538767
SPNCRNA.765,,,
SPNCRNA.1145,,,
SPCC1183.06,ung1,,2538855
SPAPB1A10.08,,,2543374
SPCC1183.07,rrp5,,2538897
SPAPB1A10.10c,ypt71,,2543411
SPCC1183.08c,rpl101,,2539222
SPNCRNA.769,SPAPB1A10.13-antisense-1,,
SPCC31H12.06,mug111,,2538723
SPBC530.14c,dsk1,,2539847
SPAPB1A10.13,,,2543439
SPNCRNA.1387,,,
SPAC110.05,,,
SPBC36.01c,,,2540934
SPCC5E4.04,cut1,,2539442
SPAC110.01,ppk1,,2541715
SPNCRNA.1149,SPCC5E4.10c-antisense-1,,
SPNCRNA.34,prl34,,
SPNCRNA.774,,,
SPCC5E4.10c,,,2539376
SPBC36.02c,,,2540286
SPCC16C4.19,rpp21,,2539536
SPNCRNA.1389,,,
SPNCRNA.1151,sif2-antisense-1,,
SPNCRNA.1390,,,
SPNCRNA.1391,,,
SPBC36.06c,spo9,,2540933
SPCC16C4.20c,hap2,,2539226
SPBC36.11,,,2540371
SPCC16C4.02c,,,2538903
SPBC36.12c,git7,,2540962
SPAP14E8.02,tos4,,2542021
SPNCRNA.1393,SPBC713.03-antisense-1,,
SPCC16C4.07,scw1,,2539358
SPAP14E8.03,bos1,,2541965
SPBC713.06,adl1,,2541111
SPAP14E8.05c,,,2541802
SPBC713.08,mim1,,2541118
SPBC713.10,tim16,,2541152
SPAC3H1.04c,mdm31,,2543420
SPBC713.11c,pmp3,,2541129
SPNCRNA.1395,SPBC713.13-antisense-1,,
SPAC3H1.08c,,,2543375
SPBC713.14c,,,
SPNCRNA.780,,,
SPBC713.13,,,
SPCC16C4.10,,,2538922
SPNCRNA.784,,,
SPNCRNA.1396,psy2-antisense-1,,
SPAC3H1.13,ppk13,,2543440
SPCC16C4.12,naa20,,2539279
SPBC216.02,mcp5,,2540712
SPNCRNA.566,mcp5-antisense-2,,
SPAC9G1.14,,,14217965
SPCC16C4.13c,rpl1201,,2539186
SPBC216.03,,,2540613
SPCC16C4.14c,sfc4,,2539187
SPCC16C4.16c,,,2539386
SPAC9G1.03c,rpl3001,,2542848
SPBC216.07c,tor2,,2540720
SPNCRNA.1398,SPBC646.03-antisense-1,,
SPCC16C4.17,mug123,,2538916
SPAC9G1.04,oxa101,,2542876
SPNCRNA.1152,vps5-antisense-1,,
SPBC646.07c,tsc13,,2541070
SPNCRNA.1154,,,
SPCC18B5.08c,ism1,,2539323
SPAC9G1.06c,cyk3,,2542740
SPBC646.08c,,,2541093
SPNCRNA.335,,,
SPBC646.15c,pex16,,2541063
SPAC9G1.11c,spn4,,2542193
SPBC646.17c,dic1,,5802757
SPBP35G2.02,txc1,,2541314
SPBP35G2.05c,cki2,,2541341
SPAC17H9.02,mtl1,,2542173
SPBP35G2.11c,nbr1,,2541353
SPAC17H9.03c,rdl1,,2542295
SPAC17H9.07,,,2542449
SPAC17H9.11,gmf1,,2542259
SPBP35G2.14,puf2,,2541323
SPNCRNA.788,SPAC17H9.12c-antisense-1,,
SPBC146.01,med15,,2539712
SPAC17H9.18c,,,2542377
SPCC1020.12c,xap5,,2538710
SPAC607.05,rpn9,,2543114
SPAC607.06c,,,2543169
SPNCRNA.186,,,
SPCC1020.10,oca2,,2539239
SPBC146.03c,cut3,,2539817
SPNCRNA.1405,prp2-antisense-1,,
SPCC1020.01c,pma2,,2539012
SPBC146.08c,tif1102,,2539677
SPBC146.14c,sec26,,2539798
SPCC1393.02c,spt2,,2538890
SPNCRNA.42,prl42,,
SPAC3C7.06c,pit1,,2543071
SPBC337.11,,,2540994
SPBC337.15c,coq7,,2541024
SPBC1734.01c,esf1,,2540076
SPBC1734.08,hse1,,2540055
SPNCRNA.337,,,
SPCC1393.05,ers1,,2538690
SPBC1734.13,atp3,,2539839
SPCC1393.06c,ipi1,,2539247
SPCC2H8.02,,,2538980
SPCC2H8.05c,dbl1,,2539210
SPBC1734.14c,suc1,,2540027
SPAC3C7.12,tip1,,2543044
SPCC63.12c,pup3,,2539401
SPBC1709.01,chs2,,2540176
SPBC1709.02c,vrs1,,2540197
SPNCRNA.338,,,
SPCC16A11.05c,dim1,,2539369
SPAC631.01c,acp2,,2543390
SPBC1709.05,sks2,,2540199
SPNCRNA.795,utp5-antisense-1,,
SPBC1709.07,erg27,,2540195
SPCC16A11.07,coq10,,2539368
SPBC1709.20,pop8,,3361273
SPCC16A11.08,atg20,,2539317
SPBC1709.09,rrf1,,2540194
SPCC16A11.14,sfh1,,2539144
SPBC1709.10c,atx1,,2540012
SPCC16A11.15c,,,2538968
SPAC20H4.03c,tfs1,,2541941
SPCC24B10.03,,,2538934
SPCC24B10.06,,,2539230
SPCC24B10.07,gad8,,2539206
SPAC20H4.04,fml2,,2542014
SPNCRNA.1161,,,
SPAC20H4.06c,,,2542000
SPBC1709.11c,png2,,2539953
SPCC24B10.09,rps1702,,2539331
SPBC1709.14,,,2539952
SPCC24B10.14c,xlf1,,2539197
SPNCRNA.475,,,
SPBC1709.17,,,2540103
SPCC24B10.17,emp24,,2539350
SPCC24B10.21,tpi1,,2538729
SPCC24B10.22,pog1,,2539099
SPBC1709.18,tif452,,2539870
SPCPB16A4.05c,ure7,,2538808
SPBC1709.19c,nfu1,,2539883
SPNCRNA.478,,,
SPNCRNA.1414,SPBC1709.19c-antisense-1,,
SPCC1742.01,gsf2,,2539287
SPNCRNA.1166,,,
SPNCRNA.06,prl6,,
SPCC1795.12c,,,2539124
SPBC409.03,swi5,,2540574
SPCC1795.09,yps1,,2538927
SPCC1795.08c,vid21,,2539114
SPCC1795.06,map2,,2539392
SPBC409.05,skp1,,2540917
SPCC825.02,gbs1,,2538725
SPCC825.04c,naa40,,2539448
SPBC409.10,ade7,,2541029
SPCC1259.01c,rps1802,,3361064
SPNCRNA.1169,,,
SPAC20H4.07,rad57,,2542007
SPBC409.12c,stn1,,2541052
SPBC409.14c,mrps17,,2540774
SPAC20H4.08,whi2,,2542831
SPBC409.16c,saw1,,2541027
SPAC20H4.11c,rho5,,2542013
SPBC409.17c,,,2540826
SPAC23C11.03,mpp1,,2542038
SPBC409.18,,,2541078
SPBC409.21,sec66,,2541043
SPBC1306.02,rtt10,,2539918
SPBC4.01,dni2,,2540733
SPCC1259.03,rpa12,,2538906
SPBC4.03c,,,2540710
SPCC1259.16,,,14217390
SPCC1259.08,,,2539092
SPCC1259.09c,pdx1,,2539081
SPCC1259.12c,gid1,,2538867
SPBC4.04c,mcm2,,2540620
SPCC1259.15c,ubc11,,2539190
SPCTRNAASP.05,,,
SPRRNA.27,,,
SPNCRNA.482,,,
SPCTRNAGLU.10,,,
SPNCRNA.1420,,,
SPCTRNALEU.13,,,
SPAC23C11.04c,pnk1,,2542032
SPNCRNA.485,,,
SPNCRNA.187,,,
SPBC725.08,pir2,,2541143
SPNCRNA.342,,,
SPBC725.11c,php2,,2541161
SPAC23C11.14,zhf1,,2542060
SPAC23C11.17,mdm28,,2541952
SPNCRNA.801,vta1-antisense-1,,
SPAC1783.02c,vps66,,2542362
SPAC1783.06c,atg12,,2542368
SPBC725.15,ura5,,2541166
SPAC18G6.03,ypt3,,2542219
SPCC4B3.15,mid1,,2539205
SPNCRNA.1174,cwf20-antisense-1,,
SPAC18G6.04c,shm2,,2542242
SPCC4B3.13,,,2539460
SPAC18G6.11c,rrn3,,2542511
SPCC4B3.07,nro1,,2539438
SPCC4B3.06c,,,2538718
SPCC4B3.05c,hem12,,2539032
SPCC4B3.03c,,,2538837
SPCC550.09,,,2539457
SPNCRNA.487,,,
SPNCRNA.1179,atd3-antisense-1,,
SPCC550.15c,,,2539563
SPCC645.06c,rgf3,,2539437
SPNCRNA.1181,rgf3-antisense-1,,
SPCC645.09,mrpl37,,2539589
SPAC18G6.15,mal3,,2542123
SPNCRNA.189,,,
SPCC645.10,cca2,,2539578
SPAC13D6.04c,btb3,,2542872
SPCC645.13,,,2538700
SPNCRNA.1182,,,
SPCC23B6.02c,,,2538915
SPAC4G9.02,rnh201,,2541542
SPAC4G9.05,mpf1,,2543134
SPCC1322.02,pxd1,,2539073
SPAC4G9.06c,chz1,,2543404
SPCC1322.09,,,2538894
SPAC4G9.13c,vps26,,2543395
SPCC132.04c,gdh2,,2539148
SPCC338.17c,rad21,,2539447
SPBC725.16,res1,,2541153
SPCC338.15,wbp1,,2539520
SPAC4G9.16c,rpl901,,2543380
SPBC651.01c,nog1,,2541126
SPAC4G9.17c,mrp5,,2543504
SPCC338.14,ado1,,2539129
SPCC338.10c,cox5,,2538862
SPAC4G9.20c,,,2543680
SPBC651.03c,gyp10,,2541149
SPNCRNA.810,,,
SPAC13G7.01c,erg7,,2542882
SPNCRNA.190,,,
SPCC338.08,ctp1,,2538706
SPBC651.04,,,2541100
SPNCRNA.491,,,
SPAC13G7.05,are1,,2542851
SPNCRNA.812,SPAC6C3.02c-antisense-1,,
SPCC1281.01,ags1,,2539007
SPNCRNA.1191,SPCC1281.04-antisense-1,,
SPAC6C3.02c,,,2543292
SPCC1281.06c,,,2538753
SPBC31A8.01c,rtn1,,3361269
SPNCRNA.813,SPAC6C3.03c-antisense-1,,
SPNCRNA.1192,wtf11-antisense-1,,
SPNCRNA.1423,,,
SPCC622.21,wtf12,,3361101
SPAC6C3.03c,,,2543288
SPNCRNA.57,prl57,,
SPCC622.02,,,2538761
SPAC6C3.05,,,2543274
SPBC3D6.02,but2,,2540960
SPCC622.03c,,,2539301
SPAC6C3.07,mug68,,2542954
SPCC622.05,,,2539528
SPAC6C3.09,rpp40,,2543013
SPCC622.07,,,2539276
SPBC3D6.05,ptp4,,2540998
SPNCRNA.1194,hta1-antisense-1,,
SPAC17G8.01c,trl1,,2542158
SPNCRNA.493,,,
SPNCRNA.67,prl67,,
SPBC3D6.06c,prs5,,2541014
SPAC17G8.03c,dpb3,,2542201
SPNCRNA.1427,,,
SPCC11E10.04,ppr6,,2539022
SPNCRNA.1428,SPBC30B4.02c-antisense-1,,
SPBC30B4.02c,sqs1,,2540416
SPNCRNA.1429,SPBC30B4.06c-antisense-1,,
SPBC27B12.01c,mmm1,,2540379
SPBC27B12.04c,far11,,2540495
SPBC27B12.07,,,2540478
SPAC17G8.05,med20,,2542421
SPAC17G8.11c,imt3,,2542292
SPNCRNA.819,,,
SPBC8D2.03c,hhf2,,2541200
SPAC22H10.02,,,2541793
SPBC8D2.07c,sfc9,,2541253
SPNCRNA.821,,,
SPCC11E10.08,rik1,,2539050
SPRRNA.04,,,
SPAC22H10.10,alp21,,2541847
SPBC8D2.10c,rmt3,,2541248
SPNCRNA.823,,,
SPNCRNA.824,SPAC6B12.04c-antisense-1,,
SPCC188.09c,pfl4,,2539201
SPBC8D2.12c,,,2541235
SPCC188.10c,,,
SPCC188.11,prp45,,2538988
SPCC188.12,spn6,,2538950
SPBC8D2.17,gmh4,,2541250
SPCC584.13,,,2539095
SPBC8D2.20c,sec31,,2541273
SPBC17A3.02,,,2540188
SPCC584.03c,,,2539008
SPCC584.02,cuf2,,2539483
SPBC17A3.03c,,,2540134
SPCC584.04,sup35,,2539479
SPBC17A3.05c,,,2540130
SPNCRNA.131,tos2,,
SPNCRNA.1204,rsm1-antisense-1,,
SPBC17A3.08,,,2539901
SPNCRNA.495,,,
SPBC17A3.09c,aim22,,2539766
SPNCRNA.348,,,
SPCC162.08c,nup211,,2538843
SPNCRNA.1206,nup211-antisense-1,,
SPBP22H7.02c,mrd1,,2541303
SPCC162.07,ent1,,2539390
SPNCRNA.2002,adh1-antisense-2,,
SPCC777.07,omh3,,2539591
SPBP22H7.06,,,2541315
SPCC777.10c,ubc12,,2539416
SPBC32H8.05,,,2540087
SPCC777.11,gtf1,,2539590
SPBC32H8.06,mug93,,2540224
SPBC32H8.11,mei4,,2540241
SPAC6B12.12,tom70,,2543304
SPNCRNA.195,,,
SPCC777.13,vps35,,2539462
SPAC6B12.15,cpc2,,2543298
SPCC777.15,,,2538996
SPNCRNA.1213,SPCC663.08c-antisense-1,,
SPSNORNA.11,snoU24b,,
SPCC663.08c,,,2538733
SPBC11B10.09,cdc2,,2539869
SPAC32A11.01,mug8,,2542524
SPBTRNATHR.06,,,
SPCC663.11,saf1,,2539395
SPRRNA.33,,,
SPAC32A11.02c,,,2541700
SPCC1902.01,gaf1,,2539024
SPCC417.02,dad5,,2539507
SPAC19A8.15,trp2,,2542240
SPCC417.03,,,
SPAC19A8.13,usp101,,2542461
SPCC417.06c,mug27,,2539482
SPBC83.02c,rpl4302,,2540665
SPCTRNASER.11,sup9,,
SPRRNA.05,,,
SPAC19A8.12,dcp2,,2542503
SPBC83.04,apc15,,2540655
SPCC417.09c,,,2538965
SPCC417.10,dal51,,2539419
SPBC83.05,,,2540741
SPBC83.06c,,,2540781
SPCC417.11c,,,2539111
SPRRNA.06,,,
SPNCRNA.32,prl32,,
SPBC83.09c,lin1,,2541061
SPAC19A8.11c,,,2542549
SPCC191.04c,,,2539254
SPNCRNA.1440,SPBC83.12-antisense-1,,
SPNCRNA.1224,,,
SPNCRNA.500,,,
SPBC83.14c,rfc5,,2540215
SPCC1450.09c,,,2539134
SPNCRNA.1226,SPCC1450.09c-antisense-1,,
SPBC83.17,,,2541192
SPAC19A8.03,ymr1,,2542522
SPAC19A8.01c,sec73,,3361502
SPBC83.18c,fic1,,2541203
SPCC1450.11c,cek1,,2539208
SPNCRNA.1442,,,
SPAC23H3.03c,npr2,,2541840
SPNCRNA.1444,,,
SPCC1442.03,mme1,,2538899
SPNCRNA.558,npr2-antisense-1,,
SPBC27.01c,pga2,,2540586
SPCC1442.05c,mic26,,2538857
SPBC27.03,meu25,,2540454
SPNCRNA.1228,,,
SPAC23H3.10,ssr2,,2541851
SPNCRNA.1450,ngg1-antisense-1,,
SPCC1442.15c,cox18,,2539132
SPBTRNAASN.01,,,
SPAC23H3.11c,,,2541866
SPNCRNA.1231,,,
SPNCRNA.359,,,
SPBTRNAALA.09,,,
SPCC285.05,,,2539334
SPBTRNAALA.10,,,
SPBTRNAILE.07,,,
SPCC285.07c,wtf18,,2539091
SPBTRNAGLY.08,,,
SPCC285.08,ret2,,2538953
SPBTRNAALA.11,,,
SPAC23H3.13c,gpa2,,2541720
SPBC21B10.08c,,,2540524
SPAC23H3.14,,,2541794
SPCC285.11,dsc5,,2539260
SPBC21B10.06c,inp2,,2540592
SPAC25H1.03,atg101,,2542723
SPBC19C2.01,cdc28,,2540707
SPAC4A8.04,isp6,,2543097
SPNCRNA.1451,cdc28-antisense-1,,
SPNCRNA.837,SPAC4A8.06c-antisense-1,,
SPAC4A8.07c,lcb4,,2543328
SPBC19C2.03,rpc10,,2540793
SPCC285.13c,nup60,,2538801
SPBC19C2.04c,ubp11,,2540714
SPCC285.15c,rps2802,,2539085
SPBC19C2.07,fba1,,2540767
SPCC285.16c,msh6,,2539215
SPBC19C2.08,prp38,,2540453
SPBC19C2.15c,phs1,,2540685
SPAC4A8.09c,cwf21,,2543616
SPBC2F12.14c,gua1,,2540315
SPAC4A8.11c,fas2,,2543618
SPSNORNA.22,snoR54,,
SPCC285.17,spp27,,2539310
SPNCRNA.1234,prl10,,
SPAC4A8.13c,pts1,,2543623
SPCC1223.05c,rpl3702,,2538715
SPNCRNA.1236,,,
SPNCRNA.586,,,
SPNCRNA.1240,ssp1-antisense-1,,
SPCC297.04c,set7,,2539127
SPAC4A8.14,,,2543525
SPCC737.02c,qcr7,,2539439
SPCC737.04,,,2538872
SPAC4A8.15c,cdc3,,2543526
SPNCRNA.1242,,,
SPBC2F12.12c,cay1,,2540353
SPAC4A8.16c,tif33,,2543621
SPCC737.06c,gcs2,,2539059
SPBC2F12.11c,rep2,,2540341
SPAC823.17,,,
SPCC737.08,,,2539491
SPBC2F12.10,,,2540365
SPNCRNA.505,,,
SPNCRNA.1457,atf21-antisense-1,,
SPAC823.03,ppk15,,2542228
SPNCRNA.199,,,
SPBC2F12.09c,atf21,,2540363
SPAC823.11,sgp1,,2543496
SPBC2F12.07c,rpl802,,2540366
SPAC7D4.11c,sec39,,2541492
SPAC7D4.06c,alg3,,2542768
SPSNORNA.12,snoR02,,
SPAC4F8.13c,rng2,,2543129
SPCC74.03c,ssp2,,2539109
SPNCRNA.1244,,,
SPAC4F8.02c,mrpl40,,2543447
SPNCRNA.1245,rpl2702-antisense-1,,
SPBC2F12.03c,ebs1,,2540346
SPAC4F8.01,did4,,2543521
SPCC18.09c,hnt3,,2539198
SPNCRNA.1458,,,
SPNCRNA.1459,,,
SPAC644.05c,dut1,,2543669
SPNCRNA.845,,,
SPNCRNA.846,cig2-antisense-1,,
SPAPB2B4.04c,pmc1,,2543477
SPBC1D7.04,mlo3,,2540565
SPCC18.13,,,2539246
SPCC18.15,dph7,,2539212
SPCC18.18c,fum1,,2539345
SPNCRNA.1251,,,
SPAC6F6.01,cch1,,2542812
SPNCRNA.1252,ams2-antisense-1,,
SPAC6F6.05,ost2,,2542110
SPAC6F6.07c,rps13,,2542108
SPAC6F6.09,eaf6,,2542157
SPAC6F6.19,,,9407200
SPAC1805.05,cki3,,2542395
SPNCRNA.853,,,
SPBC1D7.03,clg1,,2540673
SPBC1D7.02c,scr1,,2540768
SPAC1805.08,dlc1,,3361491
SPBC11G11.07,mtr10,,2539916
SPCC290.04,ams2,,2539242
SPNCRNA.1465,rps1601-antisense-1,,
SPCC4F11.05,,,2539512
SPAC1805.10,,,2542399
SPNCRNA.511,,,
SPBC18H10.17c,,,2540835
SPCC1906.03,wtf19,,2539257
SPBC9B6.02c,Tf2-9,,2542672
SPBC9B6.02c,Tf2-9,,3361218
SPAC1805.15c,pub2,,2542432
SPBTRNAPRO.04,,,
SPCC1739.05,set5,,2538853
SPAC1805.16c,,,2542435
SPNCRNA.208,,,
SPBC9B6.11c,,,2541286
SPCC1739.06c,,,2538945
SPATRNALEU.02,,,
SPAC1B2.02c,ugo1,,2542501
SPCC1739.08c,,,2539211
SPBC28E12.02,,,2540579
SPAC1B2.06,,,14217899
SPBC28E12.03,rga4,,2540593
SPAC3F10.03,grs1,,2543181
SPCC1739.12,ppe1,,2538758
SPAC3F10.18c,rpl4102,,2543180
SPCC1739.13,ssa2,,2539225
SPNCRNA.1257,,,
SPACUNK4.11c,mpp6,,2542214
SPBC28E12.04,,,2540491
SPCPB1C11.01,amt1,,2539332
SPAC513.05,ams1,,2543485
SPCTRNAGLN.06,,,
SPBC28E12.05,esf2,,2540503
SPCC576.01c,xan1,,2539549
SPNCRNA.1259,,,
SPBC3H7.14,mug176,,2540942
SPCC576.05,sac3,,2539561
SPAC513.07,,,2543471
SPCC576.10c,rpt3,,2539539
SPAC2E1P3.02c,amt3,,2541795
SPAPB24D3.01,toe3,,3361482
SPAPB24D3.05c,,,
SPBC3H7.13,far10,,2541013
SPAPB24D3.08c,,,2543522
SPCC576.13,swc5,,2539444
SPAPB24D3.09c,pdr1,,2543363
SPNCRNA.512,,,
