Gene stable ID,Gene name,FlyBase gene ID,FlyBase gene name ID,NCBI gene (formerly Entrezgene) ID
FBgn0036577,CG13073,FBgn0036577,FBgn0036577,39773
FBgn0267595,CR45933,FBgn0267595,FBgn0267595,
FBgn0262001,CG42819,FBgn0262001,FBgn0262001,10178852
FBgn0038159,CG14369,FBgn0038159,FBgn0038159,41660
FBgn0032205,CG4957,FBgn0032205,FBgn0032205,34374
FBgn0038816,Lrrk,FBgn0038816,FBgn0038816,42447
FBgn0085351,inaF-A,FBgn0085351,FBgn0085351,5740676
FBgn0039821,CG15556,FBgn0039821,FBgn0039821,43681
FBgn0037856,Leash,FBgn0037856,FBgn0037856,41320
FBgn0035475,CG10866,FBgn0035475,FBgn0035475,38461
FBgn0032154,mtDNA-helicase,FBgn0032154,FBgn0032154,34307
FBgn0035315,CG8960,FBgn0035315,FBgn0035315,38280
FBgn0038449,CG17562,FBgn0038449,FBgn0038449,42021
FBgn0264946,asRNA:CR44115,FBgn0264946,FBgn0264946,
FBgn0263118,tx,FBgn0263118,FBgn0263118,43190
FBgn0263314,CG43400,FBgn0263314,FBgn0263314,12798308
FBgn0038887,CG7907,FBgn0038887,FBgn0038887,42539
FBgn0038675,CG6013,FBgn0038675,FBgn0038675,42286
FBgn0029896,CG3168,FBgn0029896,FBgn0029896,31612
FBgn0037290,CG1124,FBgn0037290,FBgn0037290,40613
FBgn0038095,Cyp304a1,FBgn0038095,FBgn0038095,41586
FBgn0000173,ben,FBgn0000173,FBgn0000173,32358
FBgn0265168,asRNA:CR44237,FBgn0265168,FBgn0265168,
FBgn0085192,CG34163,FBgn0085192,FBgn0085192,5740407
FBgn0026088,CG14818,FBgn0026088,FBgn0026088,31147
FBgn0032304,CG17134,FBgn0032304,FBgn0032304,34494
FBgn0031080,CG12655,FBgn0031080,FBgn0031080,33004
FBgn0034565,CG15650,FBgn0034565,FBgn0034565,37373
FBgn0034093,CG15706,FBgn0034093,FBgn0034093,36799
FBgn0035833,CG7565,FBgn0035833,FBgn0035833,38893
FBgn0030959,CG6961,FBgn0030959,FBgn0030959,32869
FBgn0053815,His3:CG33815,FBgn0053815,FBgn0053815,3771729
FBgn0053815,His3:CG33815,FBgn0053815,FBgn0053815,318847
FBgn0053815,His3:CG33815,FBgn0053815,FBgn0053815,3771959
FBgn0053815,His3:CG33815,FBgn0053815,FBgn0053815,3772370
FBgn0053815,His3:CG33815,FBgn0053815,FBgn0053815,3772032
FBgn0053815,His3:CG33815,FBgn0053815,FBgn0053815,3772607
FBgn0053815,His3:CG33815,FBgn0053815,FBgn0053815,3772517
FBgn0053815,His3:CG33815,FBgn0053815,FBgn0053815,3772173
FBgn0053815,His3:CG33815,FBgn0053815,FBgn0053815,3772374
FBgn0053815,His3:CG33815,FBgn0053815,FBgn0053815,3771792
FBgn0053815,His3:CG33815,FBgn0053815,FBgn0053815,3772149
FBgn0053815,His3:CG33815,FBgn0053815,FBgn0053815,3772163
FBgn0053815,His3:CG33815,FBgn0053815,FBgn0053815,3772619
FBgn0053815,His3:CG33815,FBgn0053815,FBgn0053815,3772198
FBgn0053815,His3:CG33815,FBgn0053815,FBgn0053815,3772191
FBgn0053815,His3:CG33815,FBgn0053815,FBgn0053815,3772421
FBgn0053815,His3:CG33815,FBgn0053815,FBgn0053815,3771723
FBgn0053815,His3:CG33815,FBgn0053815,FBgn0053815,3772552
FBgn0053815,His3:CG33815,FBgn0053815,FBgn0053815,3772189
FBgn0053815,His3:CG33815,FBgn0053815,FBgn0053815,3771771
FBgn0053815,His3:CG33815,FBgn0053815,FBgn0053815,3772489
FBgn0053815,His3:CG33815,FBgn0053815,FBgn0053815,3772231
FBgn0053815,His3:CG33815,FBgn0053815,FBgn0053815,3772518
FBgn0052971,CG32971,FBgn0052971,FBgn0052971,318271
FBgn0265345,lncRNA:CR44299,FBgn0265345,FBgn0265345,
FBgn0035268,CG8001,FBgn0035268,FBgn0035268,38224
FBgn0032858,CG10949,FBgn0032858,FBgn0032858,35310
FBgn0035817,CG7409,FBgn0035817,FBgn0035817,38870
FBgn0267646,lncRNA:CR45984,FBgn0267646,FBgn0267646,
FBgn0262948,CG43267,FBgn0262948,FBgn0262948,12798081
FBgn0262126,Sec24CD,FBgn0262126,FBgn0262126,33409
FBgn0052111,lncRNA:CR32111,FBgn0052111,FBgn0052111,
FBgn0265338,lncRNA:CR44292,FBgn0265338,FBgn0265338,
FBgn0053851,His3:CG33851,FBgn0053851,FBgn0053851,3771729
FBgn0053851,His3:CG33851,FBgn0053851,FBgn0053851,318847
FBgn0053851,His3:CG33851,FBgn0053851,FBgn0053851,3771959
FBgn0053851,His3:CG33851,FBgn0053851,FBgn0053851,3772370
FBgn0053851,His3:CG33851,FBgn0053851,FBgn0053851,3772032
FBgn0053851,His3:CG33851,FBgn0053851,FBgn0053851,3772607
FBgn0053851,His3:CG33851,FBgn0053851,FBgn0053851,3772517
FBgn0053851,His3:CG33851,FBgn0053851,FBgn0053851,3772173
FBgn0053851,His3:CG33851,FBgn0053851,FBgn0053851,3772374
FBgn0053851,His3:CG33851,FBgn0053851,FBgn0053851,3771792
FBgn0053851,His3:CG33851,FBgn0053851,FBgn0053851,3772149
FBgn0053851,His3:CG33851,FBgn0053851,FBgn0053851,3772163
FBgn0053851,His3:CG33851,FBgn0053851,FBgn0053851,3772619
FBgn0053851,His3:CG33851,FBgn0053851,FBgn0053851,3772198
FBgn0053851,His3:CG33851,FBgn0053851,FBgn0053851,3772191
FBgn0053851,His3:CG33851,FBgn0053851,FBgn0053851,3772421
FBgn0053851,His3:CG33851,FBgn0053851,FBgn0053851,3771723
FBgn0053851,His3:CG33851,FBgn0053851,FBgn0053851,3772552
FBgn0053851,His3:CG33851,FBgn0053851,FBgn0053851,3772189
FBgn0053851,His3:CG33851,FBgn0053851,FBgn0053851,3771771
FBgn0053851,His3:CG33851,FBgn0053851,FBgn0053851,3772489
FBgn0053851,His3:CG33851,FBgn0053851,FBgn0053851,3772231
FBgn0053851,His3:CG33851,FBgn0053851,FBgn0053851,3772518
FBgn0023197,Jon74E,FBgn0023197,FBgn0023197,39959
FBgn0036505,CG7945,FBgn0036505,FBgn0036505,39679
FBgn0041092,tai,FBgn0041092,FBgn0041092,34242
FBgn0026533,Dek,FBgn0026533,FBgn0026533,47906
FBgn0085210,CG34181,FBgn0085210,FBgn0085210,5740634
FBgn0267042,CG45486,FBgn0267042,FBgn0267042,19836213
FBgn0011232,scat,FBgn0011232,FBgn0011232,47942
FBgn0035710,SP1173,FBgn0035710,FBgn0035710,38744
FBgn0036345,CG17300,FBgn0036345,FBgn0036345,39489
FBgn0085198,CG34169,FBgn0085198,FBgn0085198,5740400
FBgn0034804,CG3831,FBgn0034804,FBgn0034804,37648
FBgn0035197,CG9130,FBgn0035197,FBgn0035197,3772105
FBgn0051849,CG31849,FBgn0051849,FBgn0051849,318981
FBgn0266631,lncRNA:CR45138,FBgn0266631,FBgn0266631,
FBgn0053810,His1:CG33810,FBgn0053810,FBgn0053810,3772225
FBgn0053810,His1:CG33810,FBgn0053810,FBgn0053810,3772409
FBgn0053810,His1:CG33810,FBgn0053810,FBgn0053810,3771838
FBgn0053810,His1:CG33810,FBgn0053810,FBgn0053810,3771910
FBgn0053810,His1:CG33810,FBgn0053810,FBgn0053810,3772004
FBgn0053810,His1:CG33810,FBgn0053810,FBgn0053810,3772075
FBgn0053810,His1:CG33810,FBgn0053810,FBgn0053810,3772715
FBgn0053810,His1:CG33810,FBgn0053810,FBgn0053810,3771879
FBgn0053810,His1:CG33810,FBgn0053810,FBgn0053810,318854
FBgn0053810,His1:CG33810,FBgn0053810,FBgn0053810,3772665
FBgn0053810,His1:CG33810,FBgn0053810,FBgn0053810,3772077
FBgn0053810,His1:CG33810,FBgn0053810,FBgn0053810,3771816
FBgn0053810,His1:CG33810,FBgn0053810,FBgn0053810,3771912
FBgn0053810,His1:CG33810,FBgn0053810,FBgn0053810,3772702
FBgn0053810,His1:CG33810,FBgn0053810,FBgn0053810,3771803
FBgn0053810,His1:CG33810,FBgn0053810,FBgn0053810,3771981
FBgn0053810,His1:CG33810,FBgn0053810,FBgn0053810,3771818
FBgn0029708,CG3556,FBgn0029708,FBgn0029708,31380
FBgn0037351,RpL13A,FBgn0037351,FBgn0037351,40687
FBgn0023545,PIG-K,FBgn0023545,FBgn0023545,31163
FBgn0267878,CR46166,FBgn0267878,FBgn0267878,
FBgn0040660,CG13551,FBgn0040660,FBgn0040660,50133
FBgn0265906,lncRNA:CR44695,FBgn0265906,FBgn0265906,
FBgn0050458,CG30458,FBgn0050458,FBgn0050458,246624
FBgn0051481,pb,FBgn0051481,FBgn0051481,40826
FBgn0036520,CG13449,FBgn0036520,FBgn0036520,39695
FBgn0034447,CG7744,FBgn0034447,FBgn0034447,37239
FBgn0053927,CG33927,FBgn0053927,FBgn0053927,3771851
FBgn0053425,5SrRNA:CR33425,FBgn0053425,FBgn0053425,
FBgn0262575,CG43115,FBgn0262575,FBgn0262575,12798121
FBgn0020392,Nmt,FBgn0020392,FBgn0020392,38909
FBgn0033750,CG13151,FBgn0033750,FBgn0033750,36374
FBgn0263625,lncRNA:CR43634,FBgn0263625,FBgn0263625,
FBgn0039478,Nep5,FBgn0039478,FBgn0039478,43255
FBgn0036449,bmm,FBgn0036449,FBgn0036449,39611
FBgn0262582,cic,FBgn0262582,FBgn0262582,53560
FBgn0086408,stl,FBgn0086408,FBgn0086408,37619
FBgn0034854,Golgin245,FBgn0034854,FBgn0034854,37702
FBgn0036916,Mtr3,FBgn0036916,FBgn0036916,40173
FBgn0263874,lncRNA:CR43721,FBgn0263874,FBgn0263874,
FBgn0053271,CG33271,FBgn0053271,FBgn0053271,2768972
FBgn0030893,RhoGAP16F,FBgn0030893,FBgn0030893,32790
FBgn0001084,fy,FBgn0001084,FBgn0001084,34166
FBgn0037365,CG2104,FBgn0037365,FBgn0037365,40702
FBgn0028422,GluRIID,FBgn0028422,FBgn0028422,44483
FBgn0262961,CG43272,FBgn0262961,FBgn0262961,12798328
FBgn0011858,tRNA:Phe-GAA-1-8,FBgn0011858,FBgn0011858,
FBgn0030882,Gss1,FBgn0030882,FBgn0030882,32775
FBgn0030882,Gss1,FBgn0030882,FBgn0030882,318053
FBgn0046297,lncRNA:CR9284,FBgn0046297,FBgn0046297,
FBgn0041239,Gr58a,FBgn0041239,FBgn0041239,117344
FBgn0050021,metro,FBgn0050021,FBgn0050021,36176
FBgn0085437,CG34408,FBgn0085437,FBgn0085437,31953
FBgn0036108,Cpr67Fa1,FBgn0036108,FBgn0036108,39223
FBgn0001942,eIF4A,FBgn0001942,FBgn0001942,33835
FBgn0010770,ppan,FBgn0010770,FBgn0010770,42502
FBgn0020376,Sr-CIII,FBgn0020376,FBgn0020376,44382
FBgn0051806,CG31806,FBgn0051806,FBgn0051806,261615
FBgn0038051,CG17207,FBgn0038051,FBgn0038051,2768665
FBgn0053508,ppk13,FBgn0053508,FBgn0053508,3346226
FBgn0004863,C15,FBgn0004863,FBgn0004863,42544
FBgn0266214,lncRNA:CR44909,FBgn0266214,FBgn0266214,
FBgn0033723,CG13155,FBgn0033723,FBgn0033723,36346
FBgn0050295,Ipk1,FBgn0050295,FBgn0050295,37360
FBgn0031874,CG13775,FBgn0031874,FBgn0031874,33975
FBgn0259969,Sfp65A,FBgn0259969,FBgn0259969,8674009
FBgn0041205,key,FBgn0041205,FBgn0041205,37967
FBgn0031935,CG13793,FBgn0031935,FBgn0031935,34047
FBgn0263072,CG43347,FBgn0263072,FBgn0263072,31991
FBgn0267677,lncRNA:CR46013,FBgn0267677,FBgn0267677,
FBgn0265418,lncRNA:CR44330,FBgn0265418,FBgn0265418,
FBgn0052496,CR32496,FBgn0052496,FBgn0052496,
FBgn0033812,Pex13,FBgn0033812,FBgn0033812,36462
FBgn0261700,lncRNA:CR42736,FBgn0261700,FBgn0261700,
FBgn0038492,Mur89F,FBgn0038492,FBgn0038492,42080
FBgn0036691,beg,FBgn0036691,FBgn0036691,39910
FBgn0267267,lncRNA:CR45703,FBgn0267267,FBgn0267267,
FBgn0021750,SerRS-m,FBgn0021750,FBgn0021750,41862
FBgn0264793,lncRNA:CR44023,FBgn0264793,FBgn0264793,
FBgn0261445,sgl,FBgn0261445,FBgn0261445,38760
FBgn0030941,wgn,FBgn0030941,FBgn0030941,32849
FBgn0083004,snoRNA:Psi28S-1175b,FBgn0083004,FBgn0083004,
FBgn0285944,para,FBgn0285944,FBgn0285944,32619
FBgn0267295,lncRNA:CR45731,FBgn0267295,FBgn0267295,
FBgn0026084,cib,FBgn0026084,FBgn0026084,31359
FBgn0030346,BORCS5,FBgn0030346,FBgn0030346,32145
FBgn0261268,Cul3,FBgn0261268,FBgn0261268,34896
FBgn0033945,CG12868,FBgn0033945,FBgn0033945,36620
FBgn0052479,Usp10,FBgn0052479,FBgn0052479,38103
FBgn0085438,CG34409,FBgn0085438,FBgn0085438,5740854
FBgn0039024,Nepl15,FBgn0039024,FBgn0039024,42701
FBgn0033883,CG16935,FBgn0033883,FBgn0033883,36540
FBgn0039197,CG17780,FBgn0039197,FBgn0039197,42914
FBgn0034833,CG13539,FBgn0034833,FBgn0034833,37680
FBgn0032298,CG6724,FBgn0032298,FBgn0032298,34488
FBgn0259963,Sfp33A2,FBgn0259963,FBgn0259963,8674051
FBgn0010409,RpL18A,FBgn0010409,FBgn0010409,36985
FBgn0035249,CG17249,FBgn0035249,FBgn0035249,38201
FBgn0034480,CG16898,FBgn0034480,FBgn0034480,37276
FBgn0020371,Tim17b2,FBgn0020371,FBgn0020371,44381
FBgn0038043,CG17202,FBgn0038043,FBgn0038043,41526
FBgn0261611,CG42700,FBgn0261611,FBgn0261611,36330
FBgn0037320,CG14668,FBgn0037320,FBgn0037320,40646
FBgn0031888,Pvf2,FBgn0031888,FBgn0031888,33994
FBgn0260860,Bet5,FBgn0260860,FBgn0260860,43590
FBgn0015737,Hmu,FBgn0015737,FBgn0015737,43294
FBgn0037924,CG14712,FBgn0037924,FBgn0037924,41397
FBgn0263997,CG43740,FBgn0263997,FBgn0263997,31962
FBgn0051002,Ugt35D1,FBgn0051002,FBgn0051002,43708
FBgn0267008,lncRNA:CR45452,FBgn0267008,FBgn0267008,
FBgn0025615,Torsin,FBgn0025615,FBgn0025615,31399
FBgn0262180,mir-2283,FBgn0262180,FBgn0262180,
FBgn0031130,CG15452,FBgn0031130,FBgn0031130,33061
FBgn0263415,lncRNA:CR43461,FBgn0263415,FBgn0263415,
FBgn0035592,CG10674,FBgn0035592,FBgn0035592,38602
FBgn0266829,lncRNA:CR45291,FBgn0266829,FBgn0266829,
FBgn0261994,CG42812,FBgn0261994,FBgn0261994,50072
FBgn0267766,asRNA:CR46097,FBgn0267766,FBgn0267766,
FBgn0264294,Cyt-b5,FBgn0264294,FBgn0264294,35688
FBgn0040569,lncRNA:CR14310,FBgn0040569,FBgn0040569,
FBgn0036906,CG14102,FBgn0036906,FBgn0036906,40156
FBgn0020510,Abi,FBgn0020510,FBgn0020510,41718
FBgn0026702,l(1)G0045,FBgn0026702,FBgn0026702,31475
FBgn0031848,Nse1,FBgn0031848,FBgn0031848,33938
FBgn0053395,5SrRNA:CR33395,FBgn0053395,FBgn0053395,
FBgn0034399,CG15083,FBgn0034399,FBgn0034399,37175
FBgn0259839,Su(Ste):CR42408,FBgn0259839,FBgn0259839,
FBgn0011722,Tig,FBgn0011722,FBgn0011722,33896
FBgn0015270,Orc2,FBgn0015270,FBgn0015270,41703
FBgn0030365,Tango4,FBgn0030365,FBgn0030365,32168
FBgn0033403,CG13739,FBgn0033403,FBgn0033403,35957
FBgn0000414,Dab,FBgn0000414,FBgn0000414,39866
FBgn0264375,lncRNA:CR43827,FBgn0264375,FBgn0264375,
FBgn0034939,thoc5,FBgn0034939,FBgn0034939,37810
FBgn0024352,Stip1,FBgn0024352,FBgn0024352,33202
FBgn0004643,Zw10,FBgn0004643,FBgn0004643,
FBgn0053299,CG33299,FBgn0053299,FBgn0053299,2768912
FBgn0032021,CG7781,FBgn0032021,FBgn0032021,34143
FBgn0263526,mir-4971,FBgn0263526,FBgn0263526,
FBgn0039107,CG10300,FBgn0039107,FBgn0039107,42798
FBgn0031468,CG2975,FBgn0031468,FBgn0031468,33481
FBgn0051660,smog,FBgn0051660,FBgn0051660,33690
FBgn0053645,CG33645,FBgn0053645,FBgn0053645,3771913
FBgn0052214,CG32214,FBgn0052214,FBgn0052214,317919
FBgn0050382,CG30382,FBgn0050382,FBgn0050382,246582
FBgn0050382,CG30382,FBgn0050382,FBgn0050382,45780
FBgn0266136,Gyc76C,FBgn0266136,FBgn0266136,8674026
FBgn0266136,Gyc76C,FBgn0266136,FBgn0266136,40153
FBgn0265648,lncRNA:CR44455,FBgn0265648,FBgn0265648,
FBgn0265754,lncRNA:CR44561,FBgn0265754,FBgn0265754,
FBgn0265532,asRNA:CR44382,FBgn0265532,FBgn0265532,
FBgn0064116,anox,FBgn0064116,FBgn0064116,3771728
FBgn0050324,CG30324,FBgn0050324,FBgn0050324,246540
FBgn0034866,Or59c,FBgn0034866,FBgn0034866,37716
FBgn0031023,CG14200,FBgn0031023,FBgn0031023,32939
FBgn0265786,lncRNA:CR44575,FBgn0265786,FBgn0265786,
FBgn0262879,lncRNA:CR43234,FBgn0262879,FBgn0262879,
FBgn0267281,lncRNA:CR45717,FBgn0267281,FBgn0267281,
FBgn0014007,Ptp69D,FBgn0014007,FBgn0014007,39443
FBgn0025571,SF1,FBgn0025571,FBgn0025571,43912
FBgn0053117,Victoria,FBgn0053117,FBgn0053117,35275
FBgn0029745,Rpn13R,FBgn0029745,FBgn0029745,31433
FBgn0034859,CG3520,FBgn0034859,FBgn0034859,37708
FBgn0011937,tRNA:Asn-GTT-1-2,FBgn0011937,FBgn0011937,
FBgn0038827,Fancd2,FBgn0038827,FBgn0038827,2768674
FBgn0038516,P5cr-2,FBgn0038516,FBgn0038516,42106
FBgn0051244,CG31244,FBgn0051244,FBgn0051244,326129
FBgn0035617,l(3)psg2,FBgn0035617,FBgn0035617,38630
FBgn0036851,CG14082,FBgn0036851,FBgn0036851,40088
FBgn0040349,CG3699,FBgn0040349,FBgn0040349,31046
FBgn0037106,CG11307,FBgn0037106,FBgn0037106,40400
FBgn0029811,Cpr5C,FBgn0029811,FBgn0029811,31510
FBgn0030504,CG2691,FBgn0030504,FBgn0030504,32320
FBgn0265162,lncRNA:CR44231,FBgn0265162,FBgn0265162,
FBgn0053741,snmRNA:430o,FBgn0053741,FBgn0053741,
FBgn0032781,RtcB,FBgn0032781,FBgn0032781,35220
FBgn0267146,lncRNA:CR45586,FBgn0267146,FBgn0267146,
FBgn0086611,Lcp65Ag3,FBgn0086611,FBgn0086611,59159
FBgn0010194,Wnt5,FBgn0010194,FBgn0010194,32838
FBgn0015000,betaggt-I,FBgn0015000,FBgn0015000,33704
FBgn0261816,CG42758,FBgn0261816,FBgn0261816,10178900
FBgn0265813,lncRNA:CR44602,FBgn0265813,FBgn0265813,
FBgn0262607,CG43133,FBgn0262607,FBgn0262607,12798151
FBgn0027338,Kap-alpha3,FBgn0027338,FBgn0027338,41158
FBgn0260870,CG42580,FBgn0260870,FBgn0260870,8673961
FBgn0033285,CG18449,FBgn0033285,FBgn0033285,35810
FBgn0262205,mir-932,FBgn0262205,FBgn0262205,
FBgn0050074,Obp50d,FBgn0050074,FBgn0050074,246436
FBgn0036804,Sgf11,FBgn0036804,FBgn0036804,40035
FBgn0069354,Porin2,FBgn0069354,FBgn0069354,34499
FBgn0032668,CG17681,FBgn0032668,FBgn0032668,35086
FBgn0039266,CG11791,FBgn0039266,FBgn0039266,43000
FBgn0266000,CG44774,FBgn0266000,FBgn0266000,31424
FBgn0011692,pav,FBgn0011692,FBgn0011692,38515
FBgn0032135,GlcAT-S,FBgn0032135,FBgn0032135,34282
FBgn0053538,tRNA:Arg-CCT-1-3,FBgn0053538,FBgn0053538,
FBgn0038525,CG14329,FBgn0038525,FBgn0038525,42116
FBgn0011327,Uch-L5,FBgn0011327,FBgn0011327,39102
FBgn0286737,snoRNA:Or-CD16,FBgn0286737,FBgn0286737,
FBgn0053434,5SrRNA:CR33434,FBgn0053434,FBgn0053434,
FBgn0259968,Sfp60F,FBgn0259968,FBgn0259968,8673980
FBgn0034429,AANATL4,FBgn0034429,FBgn0034429,37213
FBgn0263529,mir-4977,FBgn0263529,FBgn0263529,
FBgn0001965,Sos,FBgn0001965,FBgn0001965,34790
FBgn0264005,Hmx,FBgn0264005,FBgn0264005,42110
FBgn0034245,UQCR-6.4,FBgn0034245,FBgn0034245,36991
FBgn0038388,CG4287,FBgn0038388,FBgn0038388,41939
FBgn0267559,lncRNA:CR45899,FBgn0267559,FBgn0267559,
FBgn0038788,Sirt2,FBgn0038788,FBgn0038788,42414
FBgn0038396,CG5013,FBgn0038396,FBgn0038396,41951
FBgn0034010,CG8157,FBgn0034010,FBgn0034010,36700
FBgn0037037,CG10588,FBgn0037037,FBgn0037037,40316
FBgn0053739,snmRNA:430m,FBgn0053739,FBgn0053739,
FBgn0040606,CG6503,FBgn0040606,FBgn0040606,50079
FBgn0050383,CG30383,FBgn0050383,FBgn0050383,246583
FBgn0263763,CG43680,FBgn0263763,FBgn0263763,14462862
FBgn0032518,RpL24,FBgn0032518,FBgn0032518,34754
FBgn0262338,mir-2499,FBgn0262338,FBgn0262338,
FBgn0053966,CG33966,FBgn0053966,FBgn0053966,3885642
FBgn0266280,lncRNA:CR44965,FBgn0266280,FBgn0266280,
FBgn0053481,dpr7,FBgn0053481,FBgn0053481,2768865
FBgn0264617,asRNA:CR43957,FBgn0264617,FBgn0264617,
FBgn0030684,CG8260,FBgn0030684,FBgn0030684,32521
FBgn0264269,lncRNA:CR43769,FBgn0264269,FBgn0264269,
FBgn0025634,CG13367,FBgn0025634,FBgn0025634,31013
FBgn0032801,CG10165,FBgn0032801,FBgn0032801,35242
FBgn0036594,CG13047,FBgn0036594,FBgn0036594,39790
FBgn0283480,Alp2,FBgn0283480,FBgn0283480,37539
FBgn0026141,Cdlc2,FBgn0026141,FBgn0026141,33319
FBgn0022984,qkr58E-3,FBgn0022984,FBgn0022984,37559
FBgn0266731,lncRNA:CR45204,FBgn0266731,FBgn0266731,
FBgn0031188,CG14613,FBgn0031188,FBgn0031188,33133
FBgn0027108,Inx2,FBgn0027108,FBgn0027108,31646
FBgn0037249,eIF3a,FBgn0037249,FBgn0037249,40563
FBgn0266835,lncRNA:CR45297,FBgn0266835,FBgn0266835,
FBgn0039467,CG14253,FBgn0039467,FBgn0039467,43243
FBgn0265808,lncRNA:CR44597,FBgn0265808,FBgn0265808,
FBgn0264857,lncRNA:iab8,FBgn0264857,FBgn0264857,
FBgn0000395,cv-2,FBgn0000395,FBgn0000395,45280
FBgn0053294,CR33294,FBgn0053294,FBgn0053294,
FBgn0050042,Cpr49Ab,FBgn0050042,FBgn0050042,36345
FBgn0036415,CG7768,FBgn0036415,FBgn0036415,39573
FBgn0036570,IntS9,FBgn0036570,FBgn0036570,39763
FBgn0050122,CG30122,FBgn0050122,FBgn0050122,37146
FBgn0033491,CG18011,FBgn0033491,FBgn0033491,36068
FBgn0029762,NAAT1,FBgn0029762,FBgn0029762,31457
FBgn0267581,lncRNA:CR45921,FBgn0267581,FBgn0267581,
FBgn0040344,Lztr1,FBgn0040344,FBgn0040344,31037
FBgn0267121,lncRNA:CR45561,FBgn0267121,FBgn0267121,
FBgn0001995,mRpL4,FBgn0001995,FBgn0001995,49425
FBgn0034182,SmydA-7,FBgn0034182,FBgn0034182,36916
FBgn0037981,Spt3,FBgn0037981,FBgn0037981,41461
FBgn0083013,snoRNA:Psi28S-1060,FBgn0083013,FBgn0083013,
FBgn0000139,ash2,FBgn0000139,FBgn0000139,42936
FBgn0004370,Ptp10D,FBgn0004370,FBgn0004370,32115
FBgn0035601,Uev1A,FBgn0035601,FBgn0035601,38613
FBgn0036053,iPLA2-VIA,FBgn0036053,FBgn0036053,39160
FBgn0263538,mir-4965,FBgn0263538,FBgn0263538,
FBgn0037147,CG7140,FBgn0037147,FBgn0037147,40445
FBgn0038862,Usp8,FBgn0038862,FBgn0038862,42509
FBgn0023477,Taldo,FBgn0023477,FBgn0023477,37804
FBgn0030895,CG7135,FBgn0030895,FBgn0030895,32793
FBgn0025936,Eph,FBgn0025936,FBgn0025936,43803
FBgn0063492,GstE8,FBgn0063492,FBgn0063492,37113
FBgn0266431,CG45061,FBgn0266431,FBgn0266431,19835998
FBgn0033638,CG9005,FBgn0033638,FBgn0033638,36243
FBgn0037012,Rcd2,FBgn0037012,FBgn0037012,40283
FBgn0243511,psidin,FBgn0243511,FBgn0243511,42389
FBgn0266776,lncRNA:CR45241,FBgn0266776,FBgn0266776,
FBgn0260456,CG4806,FBgn0260456,FBgn0260456,37948
FBgn0259244,CG42342,FBgn0259244,FBgn0259244,7354466
FBgn0053265,Muc68E,FBgn0053265,FBgn0053265,2768990
FBgn0262581,CG43121,FBgn0262581,FBgn0262581,12798254
FBgn0034110,Atg9,FBgn0034110,FBgn0034110,36821
FBgn0034940,CG16787,FBgn0034940,FBgn0034940,37811
FBgn0259730,tal-1A,FBgn0259730,FBgn0259730,7354376
FBgn0259730,tal-1A,FBgn0259730,FBgn0259730,7354381
FBgn0002906,Blm,FBgn0002906,FBgn0002906,41366
FBgn0037370,CG1236,FBgn0037370,FBgn0037370,40708
FBgn0015818,Spx,FBgn0015818,FBgn0015818,31558
FBgn0265667,lncRNA:CR44474,FBgn0265667,FBgn0265667,
FBgn0015576,alpha-Est8,FBgn0015576,FBgn0015576,40899
FBgn0015919,caup,FBgn0015919,FBgn0015919,39440
FBgn0054008,CG34008,FBgn0054008,FBgn0054008,3885577
FBgn0264352,lncRNA:CR43808,FBgn0264352,FBgn0264352,
FBgn0263215,CR43385,FBgn0263215,FBgn0263215,
FBgn0036366,JMJD7,FBgn0036366,FBgn0036366,39514
FBgn0022288,l(2)09851,FBgn0022288,FBgn0022288,46662
FBgn0266928,lncRNA:CR45379,FBgn0266928,FBgn0266928,
FBgn0267773,asRNA:CR46104,FBgn0267773,FBgn0267773,
FBgn0266867,lncRNA:CR45328,FBgn0266867,FBgn0266867,
FBgn0050417,tbrd-3,FBgn0050417,FBgn0050417,246604
FBgn0266701,lncRNA:CR45191,FBgn0266701,FBgn0266701,
FBgn0023521,CG3587,FBgn0023521,FBgn0023521,31160
FBgn0030949,Cyp308a1,FBgn0030949,FBgn0030949,32859
FBgn0264262,lncRNA:CR43762,FBgn0264262,FBgn0264262,
FBgn0263550,mir-4918,FBgn0263550,FBgn0263550,
FBgn0033340,CG13751,FBgn0033340,FBgn0033340,35879
FBgn0261549,rdgA,FBgn0261549,FBgn0261549,31826
FBgn0263278,Fic,FBgn0263278,FBgn0263278,33897
FBgn0039674,CG1907,FBgn0039674,FBgn0039674,43483
FBgn0035355,CG16985,FBgn0035355,FBgn0035355,38323
FBgn0285911,Vps16A,FBgn0285911,FBgn0285911,41107
FBgn0031463,G6P,FBgn0031463,FBgn0031463,33476
FBgn0040777,CG14767,FBgn0040777,FBgn0040777,50250
FBgn0039741,CG7943,FBgn0039741,FBgn0039741,43574
FBgn0031490,CG17264,FBgn0031490,FBgn0031490,33511
FBgn0263504,lncRNA:CR43493,FBgn0263504,FBgn0263504,
FBgn0267408,AOX1,FBgn0267408,FBgn0267408,41894
FBgn0050487,CG30487,FBgn0050487,FBgn0050487,246646
FBgn0286930,CG46427,FBgn0286930,FBgn0286930,
FBgn0030224,CG12637,FBgn0030224,FBgn0030224,31996
FBgn0036774,mRpS26,FBgn0036774,FBgn0036774,40001
FBgn0261618,larp,FBgn0261618,FBgn0261618,53567
FBgn0034396,CG15097,FBgn0034396,FBgn0034396,37172
